datetime,load_kw,pv_kw,charge_kw,discharge_kw,soc_kwh,net_with_kw,net_without_kw
2025-07-16 12:00:00,7.38,56.22040060773374,0.0,0.0,310.565172876441,-48.840400607733734,-48.840400607733734
2025-07-16 13:00:00,7.2,53.4456986164106,0.0,0.0,310.565172876441,-46.2456986164106,-46.2456986164106
2025-07-16 14:00:00,7.2,48.08538598906114,0.0,0.0,310.565172876441,-40.885385989061135,-40.885385989061135
2025-07-16 15:00:00,6.24,40.504759172903775,0.0,0.0,310.565172876441,-34.26475917290377,-34.26475917290377
2025-07-16 16:00:00,4.62,31.2204253578815,0.0,0.0,310.565172876441,-26.600425357881498,-26.600425357881498
2025-07-16 17:00:00,3.84,20.86509655040101,0.0,0.0,310.565172876441,-17.02509655040101,-17.02509655040101
2025-07-16 18:00:00,3.48,10.144471295702084,0.0,0.0,310.565172876441,-6.664471295702084,-6.664471295702084
2025-07-16 19:00:00,3.66,0.0,0.0,0.0,310.565172876441,3.66,3.66
2025-07-16 20:00:00,3.42,0.0,0.0,0.0,310.565172876441,3.42,3.42
2025-07-16 21:00:00,7.74,0.0,0.0,0.0,310.565172876441,7.74,7.74
2025-07-16 22:00:00,10.14,0.0,0.0,0.0,310.565172876441,10.14,10.14
2025-07-16 23:00:00,10.08,0.0,0.0,0.0,310.565172876441,10.08,10.08
2025-07-17 00:00:00,9.78,0.0,0.0,0.0,310.565172876441,9.78,9.78
2025-07-17 01:00:00,10.02,0.0,0.0,0.0,310.565172876441,10.02,10.02
2025-07-17 02:00:00,10.02,0.0,0.0,0.0,310.565172876441,10.02,10.02
2025-07-17 03:00:00,10.2,0.0,0.0,0.0,310.565172876441,10.2,10.2
2025-07-17 04:00:00,10.08,0.0,0.0,0.0,310.565172876441,10.08,10.08
2025-07-17 05:00:00,9.54,10.02055239315242,0.0,0.0,310.565172876441,-0.48055239315242027,-0.48055239315242027
2025-07-17 06:00:00,10.08,20.75356540310437,0.0,0.0,310.565172876441,-10.673565403104371,-10.673565403104371
2025-07-17 07:00:00,7.56,31.120859863313516,0.0,0.0,310.565172876441,-23.560859863313517,-23.560859863313517
2025-07-17 08:00:00,5.52,40.41592178908078,0.0,0.0,310.565172876441,-34.895921789080774,-34.895921789080774
2025-07-17 09:00:00,4.98,48.00530807098123,0.0,0.0,310.565172876441,-43.025308070981225,-43.025308070981225
2025-07-17 10:00:00,5.22,53.37181457595721,0.0,0.0,310.565172876441,-48.15181457595721,-48.15181457595721
2025-07-17 11:00:00,4.74,56.1497227542659,0.0,0.0,310.565172876441,-51.4097227542659,-51.4097227542659
2025-07-17 12:00:00,4.56,56.1497227542659,0.0,0.0,310.565172876441,-51.5897227542659,-51.5897227542659
2025-07-17 13:00:00,5.34,53.37181457595721,0.0,0.0,310.565172876441,-48.03181457595721,-48.03181457595721
2025-07-17 14:00:00,4.74,48.00530807098123,0.0,0.0,310.565172876441,-43.26530807098123,-43.26530807098123
2025-07-17 15:00:00,3.72,40.41592178908078,0.0,0.0,310.565172876441,-36.69592178908078,-36.69592178908078
2025-07-17 16:00:00,3.24,31.120859863313516,0.0,0.0,310.565172876441,-27.880859863313518,-27.880859863313518
2025-07-17 17:00:00,2.88,20.75356540310437,0.0,0.0,310.565172876441,-17.873565403104372,-17.873565403104372
